Usuario,City,User items,Item title,Item description,Item views,Size,Brand,Status,Price,Color,Likes
vaquero_7,Zaragoza,3,Adidas Superstar,"Zapatillas Adidas Superstar, usadas varias veces, muy buen estado, color rosas, talla 42 dos tercios ",0,42.5,Adidas,Muy bueno,"25,00 €",5,0
olayav,Alboraya,72,Zapatillas Adidas Gazelle gris,zapatillas Gazelle gris con detalles azul marino. Talla 39 1/3,1,39.5 ,Adidas,Bueno,"15,00 €",3,0
laurahigeras,,2,Peluche hello kitty ,buen estado ,0,Talla única,Hello Kitty,Muy bueno,"3,00 €",,1
mmnnvv,,3,Pantalones cortos Stradivarius talla 36,Usado un par de veces. De cintura baja. Color azul oscuro,1,S / 36 / 8,Stradivarius,Muy bueno,"5,00 €",9,0
alil0li,Valladolid,3,Camiseta entallada de Asking Alexandria,"Camiseta comprada en EMP. Esta como nueva. Talla un pelin más pequeño de lo normal. 
#EMP #emo #askingalexandria #metalcore #pentagrama #alternativo
Tengo gatos, así que es complicado que al enviarla no tenga ningún pelo",0,M / 38 / 10,EMP,Muy bueno,"5,00 €",1,0
pau_alf,,3,Shorts vaqueros ,"Los he usado, pero están en perfecto estado. Pantalones muy cortitos, casi “chochorts”. Si tienes buen trasero son para ti.",0,S / 36 / 8,H&M,Bueno,"4,00 €",9,0
amandasanchezgar,Valdemoro,16,Short vaquero,cintura alta,1,XS / 34 / 6,Stradivarius,Bueno,"3,00 €",9,0
punhetera,,21,Palas plata Zara 37,super comodas y preciosas,2,37,Zara,Nuevo con etiquetas,"18,00 €",13,2
maxisilvente,Mula,16,Riñonera Parfois sin estrenar,"Riñonera en verde, negro y beig con etiqueta sin usar. ",1,,Parfois,Nuevo con etiquetas,"10,00 €",1,0
vaquero_7,Zaragoza,3,Adidas Gazelle ,"Zaptillas Adidas Gazelle, usadas varias veces, pero en perfecto estado, color azul, talla 42 dos tercios ",2,42.5,Adidas,Muy bueno,"25,00 €",9,0
elcofredelaabuela,Chozas de Canales,6,Manta actividades ,"Manera de actividades,con varias actividades,espejo, ruido.
Usado pero buen estado",0,Talla única,Desconocida,Muy bueno,"5,00 €",,0
sinalhele,Santo Ourente De Entins (Santo Ourente),16,Zapatos de tacón fucsia,"Usados en pocas ocasiones, son de piel, hechos en España. Color rosa/fucsia con tacón de aproximadamente 8 cm.",0,37,varias marcas,Muy bueno,"15,00 €",5,0
littledanycastro,San Martiño De Abaixo,23,Sudadera,"Sudadera sin capucha.
Es una M pero la tela no es muy elástica.
Usada a penas un par de veces.",0,M / 38 / 10,H&M,Muy bueno,"4,00 €",1,0
maxisilvente,Mula,16,Camisa en tonos arena de Zara,Camisa en tono arena con encaje en las mangas de talla s. ,2,S / 36 / 8,Zara,Bueno,"3,00 €",4,0
amandasanchezgar,Valdemoro,16,Short mom,pantalón corto estilo mom vaquero denim,0,XS / 34 / 6,Stradivarius,Bueno,"3,00 €",9,0
natttt13,,9,Neceser efecto brillo de Pull&Bear,"Neceser nuevo con asa y cremallera.

Estado: nuevo sin uso",0,,Pull & Bear,Nuevo sin etiquetas,"2,50 €",1,1
carmenianzarote,,1,Sombrero vintage ,"Sombrero vintage,",1,,Vintage,Nuevo sin etiquetas,"5,00 €",6,0
anaibes,Barcelona,4,Vestido corto tipo polo con cremallera,"Conserva aún la etiqueta, me viene muy pequeño y se me olvidó devolverlo. Es una xs ajustada. Pongo foto de modelo ya que a mí no me viene.",3,XS / 34 / 6,Bershka,Nuevo con etiquetas,"8,00 €",1,0
luclade,Sant Cugat del Vallès,1,Falda negra con flores blancas.,"No usado, acabado de comprar. Es preciosa, se ata con un lazo al lado izquierdo. Se ajusta perfectamente a la cintura. Talla un poco grande.",2,M / 38 / 10,Shein,Nuevo sin etiquetas,"4,00 €",1,0
mauricio8891,,1,Zapatos Nike,Usada una vez para probarlas ,12,38,Nike,Nuevo sin etiquetas,"20,00 €",3,3
albaalonso08,Castellón de la Plana,1,Camiseta palabra de honor de Bershka,"Sin usar, completamente nueva, tela suave y fina


",9,XS / 34 / 6,Bershka,Nuevo sin etiquetas,"3,00 €",2,4
lourdeshernan080166,Hellin,17,Esparteñas,Como nuevas.puestas algún  rato,0,38,Sin Marca,Muy bueno,"5,00 €",9,0
marinaagarciaa1,,2,Monedero negro de Bershka,"Totalmente nuevo, sin usar y en buen estado. 
El precio se puede negociar, para más info escríbeme!
",3,,Bershka,Nuevo sin etiquetas,"4,99 €",1,0
mariete28,Getafe,3,Sudadera off white blanca,"nuevo, coleccion 2013, en perfecto estado con la etiqueta intacta",12,L,Off-White,Nuevo con etiquetas,"160,00 €",1,1
jhr1891,,10,Short amarillo Zara,"Pantalón ancho amarillo de Zara sin usar. Muy cómodo y fácil de combinar, lo vendo por que apenas me lo pongo y seguro que alguna lo disfruta más que yo :)",19,M / 38 / 10,Zara,Nuevo sin etiquetas,"5,99 €",8,4
vgonzaleze,Boo De Pielagos,10,Camisa Oxford - Azul Scalpers - talla 40,Camisa Oxford básica azul. En muy buen estado. talla 40 hombre. ,8,L,scalpers,Muy bueno,"12,00 €",9,0
em169,Madrid,11,crop top pullandbear ,"taille S 
parfait état ",2,S / 36 / 8,Pull & Bear,Muy bueno,"3,00 €",3,0
luuciamoraa,San Fernando,8,Chaqueta arreglada,La vendo porque me queda pequeña. Talla XS pero viene como si fuera una S. No hago envíos,20,XS / 34 / 6,Zara,Nuevo sin etiquetas,"7,00 €",16,1
alil0li,Valladolid,3,Camiseta béisbol gótica ,"Camiseta tipo béisbol de aliexpress, el diseño original es de Steven Rodhes. Poco usada. La tela es bastante elástica
#goth #gótico #alternative #alternativo #emo #camisetabeisbol #satan #demonio #satanic #pentagrama
Tengo gatos, así que es complicado que al enviarla no tenga ningún pelo",14,M / 38 / 10,AliExpress,Muy bueno,"1,50 €",1,2
aibean,Carcaixent,19,Pantalon tie dye azul ,"Pantalón tie dye azul claro, tipo aguamarina, y blanco. El tejido es elástico y lleva goma en la cintura, por lo que aunque puede ser talla S-M. Se adapta muy bien al cuerpo y es muy cómodo. Sólo me lo he puesto una vez. ",1,S / 36 / 8,Desconocida,Muy bueno,"5,00 €",12,0
niko17charly15,Malaga,21,Vestido verano,Usado poco,1,XL / 42 / 14,Roberto Torreta,Muy bueno,"10,00 €",12,1
ainhoajd03,,3,Mono baquero blanco ,"sin utilizar, talla M",0,M / 38 / 10,Bershka,Nuevo sin etiquetas,"5,00 €",12,0
quitapenita,,3,Mini falda flores System Action,Mini falda forrada con cremallera trasera y bolsillos. Estampado de florecitas color crudo y fondo teja. Sin estrenar. Talla normal. ,0,L / 40 / 12,Systemaction,Nuevo con etiquetas,"5,00 €",15,0
pauliiita.4,,3,Camiseta de tirantes ,camiseta de tirantes color amarillo,2,M / 38 / 10,Stradivarius,Muy bueno,"4,00 €",8,0
jacqueline38711,,2,Chaqueta vaquera ,Talla s nueva a estrenar ,1,S / 36 / 8,el corte ingles,Nuevo sin etiquetas,"8,00 €",7,0
jacqueline38711,,2,Americana stradivarius,Talla xs  solo usada una vez ,1,XS / 34 / 6,Stradivarius,Muy bueno,"5,00 €",1,0
cynthia09089,Madrid,8,Zapatillas Reebok ,Zapatillas blancas Reebok sin usar.,2,35,Reebok,Nuevo con etiquetas,"30,00 €",12,0
andreinacgg,Madrid,3,Tacones stradivarius,totalmente nuevos. No han sido usados. el sucito devabajo es polvo de donde estaban,0,39,Stradivarius,Nuevo sin etiquetas,"10,00 €",7,0
jenhyferpg91,Madrid,2,Zapatos tipo sandalia,"Muy poco uso, tacón alto pero súper cómodos. Tipo corcho, veraniegos y muy ponibles. Color camel.",0,37,,Bueno,"6,00 €",2,0
p.mayz,,10,Cinturón marrón,"Cinturón marrón con tachuelas en dorado. Estado nuevo, sin estrenar. De Inside",1,,Inside,Nuevo con etiquetas,"2,00 €",2,1
em169,Madrid,11,jupe noir bershka ,"taille 32 
porté que 2/3 fois 
parfait état ",0,XXS / 32 / 4,Bershka,Muy bueno,"5,00 €",1,0
ricardrubio1,Marratxi,28,Vestido rojo,vestido de playa,0,S / 36 / 8,,Muy bueno,"4,00 €",7,0
quitapenita,,3,Mini falda Zara,"Es muy elástica, por lo que sirve comm talla M o L.
Tiene uso pero está en muy buen estado.",3,L / 40 / 12,Zara,Muy bueno,"3,00 €",15,0
andreinacgg,Madrid,3,Bailarinas Sfera ,"Bailarinas sfera talla 40 color vinotinto. Totalmente nuevas
",1,40,Sfera,Nuevo con etiquetas,"7,00 €",23,0
ricardrubio1,Marratxi,28,Bolsa Roxy,bandolera de roxy,0,,Roxy,Bueno,"4,00 €",3,0
ricardrubio1,Marratxi,28,Vestido rojo,vestido de playa,0,S / 36 / 8,,Muy bueno,"4,00 €",7,0
quitapenita,,3,Mini falda Zara,"Es muy elástica, por lo que sirve comm talla M o L.
Tiene uso pero está en muy buen estado.",3,L / 40 / 12,Zara,Muy bueno,"3,00 €",15,0
andreinacgg,Madrid,3,Bailarinas Sfera ,"Bailarinas sfera talla 40 color vinotinto. Totalmente nuevas
",1,40,Sfera,Nuevo con etiquetas,"7,00 €",23,0
ricardrubio1,Marratxi,28,Bolsa Roxy,bandolera de roxy,0,,Roxy,Bueno,"4,00 €",3,0
maite310583,Valencia,3,Vestido Tintoretto,Vestido con minifalda una pieza,2,M / 38 / 10,Tintoretto,Muy bueno,"10,00 €",4,0
pauliiita.4,,3,Vestido de rallas de Massimo Dutti ,aunque en la foto no lo parezca es lequeño una talla s ,1,S / 36 / 8,MASSIMO DUTTI,Muy bueno,"10,00 €",9,0
yoamelia,Valencia,32,Short vaquero Stradivarius ,"Pantalon corto vaquero color azul medio , remate símil piel en los bolsillos y frontales desgastados. Perfecto estado. ",0,XXS / 32 / 4,Stradivarius,Nuevo sin etiquetas,"4,00 €",9,0
quitapenita,,3,Blusa rallas Zara,"Usado una vez, en perfecto estado.",4,L / 40 / 12,Zara,Muy bueno,"5,00 €",15,1
adayaa788,,1,Camiseta rayas,"camiseta en buen estado no esta usada , buena tela ",1,M / 38 / 10,Inside,Nuevo con etiquetas,"4,50 €",1,1
elsagaaarce,Valladolid,31,Cartera grande Bimba y lola ,cartera azul grande ,8,,Bimba y Lola,Muy bueno,"12,00 €",9,0
marga620,Palma del Río,2,Zapatos Gloria Ortiz ,"Zapato de Piel 
Usado 3 veces ",4,38,gloria ortiz,Muy bueno,"15,00 €",1,1
mochetin,,3,Zapatillas Puma rosa,Zapatillas Puma en rosa de ante. usadas un par de veces. número 39,34,39,Puma,Muy bueno,"10,00 €",5,6
susanaribalta,Castellón de la Plana,2,Sudadera anillas zara,Sudadera ancha y larga de zara con anillas en las mangas.,3,M / 38 / 10,Zara,Bueno,"8,00 €",1,2
antiarubin17,,5,Chaqueta bomber,"Chaqueta bomber de cuadros negros y grises. Cuenta con 4 bolsillos, dos de cremallera y dos de botón. Cremallera como nueva.",0,L,Xdye,Muy bueno,"8,00 €",1,0
maria051973,San Sebastián de los Reyes,11,Mono corto vaquero,Nuevo una vez puesto,5,S / 36 / 8,Bershka,Nuevo sin etiquetas,"5,00 €",26,1
nico310300,Marbella,3,Bolso GUESS,Bolso de mano original GUESS color fuscia,2,,Guess,Muy bueno,"12,00 €",5,0
iris_cai,,2,Sandalias de tacón de Mango,"Usado para una boda
",5,37,Mango,Muy bueno,"10,00 €",14,0
mochetin,,3,Zapatillas Adidas Neo,zapatillas Adidas Neo en negro y rosa. usadas una única vez. Número 39.,120,39,Adidas,Muy bueno,"10,00 €",1,13
antiarubin17,,5,Bomber de cuadros,"Chaqueta bomber de cuadros azul y blanca. 
Pesa poco y abriga. Cremallera y botones en perfecto estado.",2,L,Pull & Bear,Muy bueno,"10,00 €",9,1
marga620,Palma del Río,2,Zapatos Uterque n39,usado 3 veces ,33,39,Uterque,Muy bueno,"22,00 €",2,4
todomuybarato,Corvera de Asturias,10,Camisetas De Marca,"Desde la talla XS hasta la XXL
Varias fotos",4,XS,varias marcas,Nuevo con etiquetas,"6,00 €",1,0
marta_gaap,,3,Pantalones vaqueros,Pantalones cortos vaqueros azul marino,4,S / 36 / 8,Stradivarius,Bueno,"2,00 €",27,0
yoamelia,Valencia,32,Short Vaquero Zara ,"Short vaquero color azul claro , deshilachado en el bajo y rasgado. Nunca estrenados , pero lavados. Talla 34. No se ve el cachete del trasero y altos de cintura.",3,XS / 34 / 6,Zara,Nuevo sin etiquetas,"7,00 €",9,0
mireyacortes10,,3,Camiseta verde agua nueva ,Talla es la M y solo un uso ,1,M / 38 / 10,Zara,Nuevo sin etiquetas,"3,00 €",10,0
alescloset,Madrid,3,Chaqueta oversize de pana rosa palo,"Prenda estilo oversize, perfecta para cualquier ocasión 
Puesta una vez",14,XS,Zara,Muy bueno,"13,00 €",5,3
noeliapalenque,,3,Vestido rojo,"como nuevo,escucho ofertas
",5,L / 40 / 12,smashed-lemon,Muy bueno,"9,00 €",7,0
sandrius98536,Dos Hermanas,11,Monedero miss pink,"monedero/ cartera azul marino, charol von letrero y cremallera en color plateado sin estrenar con plastico en metal. medidas aprox: 15x10cm ",7,,Pink,Nuevo sin etiquetas,"3,50 €",9,1
cristin297,,1,Chanclas Crocs ,chanclas Crocs niña C7. Color rosa. muy poco uso. ,2,24,Crocs,Muy bueno,"5,00 €",5,0
marta_gaap,,3,Camiseta color coral con espalda abierta,"Camiseta veraniega, talla S, marca Stradivarius",0,S / 36 / 8,Stradivarius,Muy bueno,"5,00 €",22,0
claudia_moliina,Merida,3,Vaqueros,Usado muy poco,16,S / 36 / 8,Stradivarius,Muy bueno,"5,00 €",9,2
pablodiazrguez,Oviedo,13,Adidas Predator,"Talla 42 2/3 
A estrenar, con etiquetas
Me costaron 90€ en tienda, de ahí el precio ",1,42.5,Adidas,Nuevo con etiquetas,"55,00 €",16,0
campito_verde,Caceres,70,Zapatillas Superga T-35 ,Nuevas con etiqueta.,1,35,Superga,Nuevo con etiquetas,"25,00 €",24,0
mc_mv,Marbella,3,Mocasín negro cocodrilo Zara,Mocasín fabricado en símil piel de cocodrilo en color negro. Sin estrenar. Zara (Trafaluc).,4,37,Zara,Nuevo sin etiquetas,"9,95 €",1,1
sara0026,Madrid,85,Top combinado con bordados de Zara. Nuevo ,"Top blanco combinado con bordados en el frontal sin mangas de Zara.
Nuevo a estrenar con etiqueta.
Talla L aunque pienso que vale para una M.

",1,L / 40 / 12,Zara,Nuevo con etiquetas,"6,50 €",12,0
loles2017,A Coruña,41,Cangrejeras Mi Canesú,En muy buen estado. Medusa. 8€ cada par,1,25,Mi canesú,Muy bueno,"8,00 €",24,1
campito_verde,Caceres,70,Botas Gorila T-29,Usadas un par de veces.,0,29,gorila,Muy bueno,"8,00 €",2,0
elenaa.m,Molins de Rei,8,Vestido ,"Vestido con la parte de atrás con lunares, escotes triangular ",0,XS / 34 / 6,Bershka,Nuevo sin etiquetas,"4,50 €",1,0
gabrielapaola1109,,2,"Asiento de bebé para coches tipo 0,1,2, marca joie","Solo tiene 2 semanas de uso, en muy buen estado. ",1,0-13 kg,Joie,Muy bueno,"35,00 €",,0
paulalorenzzo,Madrid,2,Mallas ciclista Mango,"Sin usar con etiquetas
Muy buena calidad
Me costaron 30€ ",21,S / 36 / 8,Mango,Nuevo con etiquetas,"10,00 €",9,2
clauudiaacm,Barcelona,2,Crop top ,"pull and bear 

",12,XXS / 32 / 4,Pull & Bear,Muy bueno,"3,00 €",24,1
mariadel2703,,3,Zapatos plateados de tacón,Un solo uso ,5,38,H&M,Muy bueno,"4,50 €",13,0
elenaa.m,Molins de Rei,8,Top de flores ,Top de hombros descubiertos con estampado de flores ,3,XS / 34 / 6,Hollister,Nuevo sin etiquetas,"3,50 €",7,0
laurita.gv,Pontevedra,1,Bolso negro,Usado,3,,Sin Marca,Satisfactorio,"3,00 €",1,0
carloscarrasco97,,2,Camisa de cuadros vintage,"Camisa de marca Wrangler, en perfecto estado
Botones a presion.
Dos bolsillos.",8,L,Wrangler,Muy bueno,"5,00 €",21,0
mariiaa015,,2,Botines Pull and Bear,"Botines de Pull and Bear nuevos, sin estrenar, aún con la etiqueta, número 39.",19,39,Pull & Bear,Nuevo con etiquetas,"14,90 €",2,3
miriamajp,Las Palmas de Gran Canaria,11,Vestido flojo precioso,"vestido de gasa con combinación. talla ax’s-S sin la combinación da más talla . esta sin estrenar. su precio era 29,95€ precio 15€",9,S / 36 / 8,Zara,Nuevo con etiquetas,"15,00 €",15,0
ana-b2,Albolote,3,Bolso plateado,En perfecto estado,7,,OVS,Muy bueno,"5,00 €",13,0
estela7922,Granollers,1,Zapatillas Puma Nuevas,"Zapatillas Puma sin estrenar, con etiqueta y caja original. Talla 38.",8,38,Puma,Nuevo con etiquetas,"30,00 €",5,0
clauudiaacm,Barcelona,2,Crop top ,"pull and bear 

",12,XXS / 32 / 4,Pull & Bear,Muy bueno,"3,00 €",24,1
mariadel2703,,3,Zapatos plateados de tacón,Un solo uso ,5,38,H&M,Muy bueno,"4,50 €",13,0
elenaa.m,Molins de Rei,8,Top de flores ,Top de hombros descubiertos con estampado de flores ,3,XS / 34 / 6,Hollister,Nuevo sin etiquetas,"3,50 €",7,0
laurita.gv,Pontevedra,1,Bolso negro,Usado,3,,Sin Marca,Satisfactorio,"3,00 €",1,0
carloscarrasco97,,2,Camisa de cuadros vintage,"Camisa de marca Wrangler, en perfecto estado
Botones a presion.
Dos bolsillos.",8,L,Wrangler,Muy bueno,"5,00 €",21,0
mariiaa015,,2,Botines Pull and Bear,"Botines de Pull and Bear nuevos, sin estrenar, aún con la etiqueta, número 39.",19,39,Pull & Bear,Nuevo con etiquetas,"14,90 €",2,3
miriamajp,Las Palmas de Gran Canaria,11,Vestido flojo precioso,"vestido de gasa con combinación. talla ax’s-S sin la combinación da más talla . esta sin estrenar. su precio era 29,95€ precio 15€",9,S / 36 / 8,Zara,Nuevo con etiquetas,"15,00 €",15,0
ana-b2,Albolote,3,Bolso plateado,En perfecto estado,7,,OVS,Muy bueno,"5,00 €",13,0
estela7922,Granollers,1,Zapatillas Puma Nuevas,"Zapatillas Puma sin estrenar, con etiqueta y caja original. Talla 38.",8,38,Puma,Nuevo con etiquetas,"30,00 €",5,0
elenatda,Colmenar Viejo,1,Deportivas Nike blancas (tipo botín) ,"Las deportivas son un 38,5 y solo han sido usadas una vez. ",25,38.5 ,Nike,Muy bueno,"10,00 €",12,3
misprado,Aviles,111,Chupete suavinex,Chupete suavinex diseño anatómico. Hasta 4 meses. Sin abrir.,1,,SUAVINEX,Nuevo con etiquetas,"2,00 €",,0
mariadel2703,,3,Zapatos de pull and bear,Zapatos con muy poco uso perfectos para combinar con cualquier outfit ,6,38,Pull & Bear,Muy bueno,"6,50 €",24,0
loveshoes.2019,Malaga,3,Zapatillas Blancas ,en muy buen estado ,5,38,Stradivarius,Muy bueno,"2,00 €",12,0
vickypimas,,1,Peluche emoticono de Whatssapp con gafas de sol multicolor,Muy suave y usado una vez.,0,,,Muy bueno,"3,00 €",15,0
mpcodesa32,,2,Zapato Lodi,Número 39. 14 cm de tacón. Sin estrenar,0,39,Lodi,Nuevo con etiquetas,"25,00 €",4,0
elarmariodejesica,Barcelona,1,Estuche Bimba y Lola ,"En perfecto estado ☺️ si tienes alguna duda, envíame un mensaje 📥 
",12,,Bimba y Lola,Muy bueno,"10,00 €",1,3
maguiru,Valencia,1,Bolso Parfois,"Bolso tamaño pequeño, pero caben bastantes cosas, usado solo una vez.",14,,Parfois,Nuevo sin etiquetas,"4,00 €",9,2
ferranfr,Martorell,1,Parka roja Pull&Bear,"Parka roja Pull & Bear, usada 1 temporada. Bolsillos interiores y exteriores, capucha, borreguillo y cerraje por cremallera y dos tipos de botones. Buen estado. Talla L / 40",3,L,Pull & Bear,Bueno,"10,00 €",7,0
jorgeolavarriaromero,Madrid,3,Cazadora Zara Verde Militar,Esta en muy buenas condiciones es XL pero es talla pequeña parece M-L,15,XL / 42 / 14,Zara,Muy bueno,"8,00 €",16,0
gamusina-v,Madrid,12,Tacones aguja stiletto ante con puntera,Preciosos zapatos de tacón de aguja en color gris grafito y punteras de diferente material. Muy sexys y nunca usados porque son muy altos para mí.,2,36,H&M,Nuevo sin etiquetas,"7,00 €",3,0
maider2311,Bilbao,3,Camiseta tirantes rosa terciopelo,Usado 1 vez,1,M / 38 / 10,Stradivarius,Nuevo sin etiquetas,"5,00 €",24,0
pin4849905,,1,Jordan,En muy buen estado usado 2 veces,19,42.5,Jordan,Muy bueno,"20,00 €",1,0
vermarr,,1,Top blanco del bershka,Poco uso  talla s,0,Talla única,Bershka,Muy bueno,"5,00 €",12,0
mariadel2703,,3,Botas de fútbol de Nike,Muy poco uso ,6,38.5 ,Nike,Muy bueno,"12,50 €",6,0
syjms,Cáceres,1,Zapatos Mango,"Se venden tacones de Mango sin estrenar (los compré para un evento y finalmente no me los puse). Talla 38. No dan mucha talla, ya que yo estoy siempre entre el 37 y 38 y me quedan perfectos. Además, se pueden ajustar atrás. Muy cómodos gracias a su plataforma. ",18,38,Mango,Nuevo con etiquetas,"18,00 €",1,5
jorgeolavarriaromero,Madrid,3,Gorra gris Puma,Esta en perfectas condiciones ,0,,Puma,Muy bueno,"4,00 €",3,0
cristi606,,2,Sandalias,"Usado pocas veces, dan poca talla",5,37,Mustang,Muy bueno,"6,00 €",2,0
encarny14,Sant Boi de Llobregat,1,Camiseta blanca con puntilla,Usada muy pocas veces ,1,S / 36 / 8,Sin Marca,Muy bueno,"3,00 €",12,0
sonia2385,Lorca,49,Camiseta de manga corta ,Camiseta de manga corta blanca con rayas azules y bolsillo también a juego con las rayas. Tiene 2 botones. Esta en perfecto estado. Muy poco uso. ,0,6-9 meses / 68-74 cm,C&A,Muy bueno,"1,00 €",9,0
anabelzg,Malaga,20,Deportivo Zara ,deportivos de Zara azul marino y blanco. sin estrenar con etiqueta. ,3,38,Zara,Nuevo con etiquetas,"16,00 €",27,0
lara7761,Lorenzana,3,camisa a rayas con abertura en los ombros,usada pocas veces hace tiempo. la talla es la 13/14 de niña,4,XXS / 32 / 4,Zara,Muy bueno,"6,50 €",9,0
cristi606,,2,Sandalias niña Conguitos,"Están nuevas, sin usar, dan poca talla ",0,32,Conguitos,Nuevo con etiquetas,"15,00 €",13,0
melcamel,Barcelona,16,Zapatos elegantes,Zapatos para salir de noche,0,41,varias marcas,Nuevo sin etiquetas,"10,00 €",1,0
taniamch,Madrid,1,Sillas de madera,En buen estado ,12,,Ikea,Bueno,"13,00 €",,0
saly602,,2,Bolso de Guess,Bolso de Guess en perfecto estado.,4,,Guess,Muy bueno,"20,00 €",1,0
miguelas,,3,Zapatillas deportivas Nike,Zapatillas número 41. Prácticamente sin usar. ,15,41,Nike,Muy bueno,"20,00 €",1,0
antoniio10,Córdoba,1,Sudadera Adidas sin capucha ,Sudadera Adidas. Talla 176 cm,4,M,Adidas,Muy bueno,"8,00 €",1,1
